son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Mentioned in the Hebrew Bible , they are considered descendants of Noah 's grandson , Cush the son of Ham .
father	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Ham was the father of Mizraim -LRB- the Hebrew word for Egypt -RRB- , Phut , Kush , and Canaan .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Lud should not be confused with the Ludim , said there to be descended from Mizraim , a son of Ham .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Sinites were a people descended of Canaan , son of Ham , according to and .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Canaan , son of Ham in Jubilees .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Heth -LRB- -RRB- is said in Genesis to be a son of Canaan , son of Ham , son of Noah .
fourth son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Canaan , the fourth son of Ham , was cursed by Noah for the wrongdoings of his father .
brother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	was a Zulu prince - the son of Senzangakona , a brother of Shaka , and half-brother of Dingane and Mpande .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Esha Deol and Ahana Deol are the daughters of Dharmendra and Hema Malini .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Leonard Calvert was the second son of George Calvert , 1st Baron Baltimore , the first proprietor of the Province of Maryland .
mother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	In the series , she portrayed Gloria Morgan Vanderbilt , the mother of artist and writer Gloria Vanderbilt .
mother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	In the series , she portrayed Gloria Morgan Vanderbilt , the mother of artist and writer Gloria Vanderbilt .
decry coldness	for	verb	IntransitivePPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	Miss Havisham herself eventually decries this coldness , for Estella is not even able to love her benefactress .
mother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	Frances Shand Kydd , the mother of Diana , Princess of Wales .
mother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	There was concern among local people , including Frances Shand Kydd , the mother of Diana , Princess of Wales .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Gaurav is married to Namrata Dutt , daughter of Sunil Dutt and Nargis and sister of actor Sanjay Dutt .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Jamie Rix is the son of actor and Mencap President Brian Rix and actress Elspet Gray .
mother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	`` Frances '' is a biography of the Honourable Frances Shand Kydd , the mother of Diana , Princess of Wales .
father	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	Leo Penn , the father of Sean Penn , directed some episodes .
born	to	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Mukesh Ambani was born on April 19 , 1957 to Dhirubhai Ambani and Kokilaben Ambani .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Their only living heir was Parikshit , Arjuna 's grandson , the son of Abhimanyu and Matsya princess Uttara .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Luv Sinha , the son of veteran actor Shatrughan Sinha , impresses in the second half of the flick .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The trophy is named in honour of Stafford Smythe , the son of Conn Smythe .
second son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Nancy later married Joseph Willard Roosevelt , second son of Kermit Roosevelt and Belle Wyatt Willard .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The Democratic candidate was Anchorage Mayor Mark Begich , the son of popular former Democratic Representative Nick Begich .
father	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	Subsequently , he worked under Dharma Productions , the production house of the late Yash Johar , father of Karan Johar .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	She was a friend of the bride of Aditya Chopra , the son of director Yash Chopra .
born	to	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Prabhu was born to actor Sivaji Ganesan and Kamala .
actor	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	Richard Beckinsale , actor and father of actresses Samantha Beckinsale and Kate Beckinsale , was born in Carlton in 1947 .
father	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	He asked George Hearst , father of publishing magnate William Randolph Hearst , for additional support .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Actress Samantha Beckinsale , daughter of actor Richard Beckinsale and half-sister of actress Kate Beckinsale , was born in Jacksdale .
father	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	George Hearst , who with partners bought the mine in 1897 , was the father of William Randolph Hearst .
father	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	In 1865 , Pico sold part of the rancho to George Hearst , the father of William Randolph Hearst .
born	to	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Rabindranath Tagore was born on May 7 , 1861 to Debendranath Tagore and Sarada Devi , the youngest of thirteen surviving children .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Roman Romulo , son of former Foreign Affairs Secretary Alberto Romulo .
mother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	A prominent example of songbun involves Ko Young-hee , the mother of present leader Kim Jong-un .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Matt Fong * -LRB- 鄺傑靈 -RRB- , is the adopted son of former Democratic Secretary of State March Fong Eu of California .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Actor Wallace Shawn was the son of William Shawn , the longtime editor of `` The New Yorker '' .
have		verb	TransitivePPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	Zaifeng and Youlan had another son , Pujie , and three daughters -- Yunying , Yunhe and Yunying .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Pujie was the second son of Zaifeng and his wife Youlan .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Ekta Kapoor is the daughter of actor Jeetendra and Shobha Kapoor .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	On 31 December 2006 , a special episode was broadcast featuring Matthew Newton , son of Bert Newton .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Johan Widerberg is the son of Swedish director Bo Widerberg .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	It was in New York that she met Donald Trump , son of prominent real estate developer Fred Trump .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Anitta , son of Pithana , was a king of Kussara , a city that has yet to be identified .
father	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	The rides were auctioned off , and the property was sold to developer Fred Trump , the father of Donald Trump .
accompany		verb	TransitivePPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Rakesh Roshan was accompanied by Hrithik Roshan at this success event in Tamil Nadu on Monday , 12 November .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Bran Stark is the second son and fourth child of Eddard Stark and Catelyn Stark .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Twinkle Khanna is the daughter of Dimple Kapadia and Rajesh Khanna .
born	to	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Pooja Bhatt was born to Mahesh Bhatt and Kiran Bhatt -LRB- born Loraine Bright -RRB- .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	His grandson Ranbir Kapoor is son of Rishi Kapoor and his wife Neetu Singh .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Tan Kim Ching was the son of Tan Tock Seng .
explain	to	verb	IntransitivePPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	Shakuni explained to Uluka that his desire for revenge overruns his concern for Ghandar 's people .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Emil Stang was the son of former Prime Minister Frederik Stang and father of Emil Stang d.y. and Fredrik Stang .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Sarruma is a son of the weather-god Teshub and the goddess Hebat and brother of the goddess Inara .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	It was written , produced and directed by Rachel Perkins , daughter of outspoken Aboriginal activist Charles Perkins .
bow	before	verb	IntransitivePPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	After the ablution , Shivaji bowed before Jijabai and touched her feet .
comment	to	verb	IntransitivePPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	When Jijabai and Shivaji saw the blooms , and Jijabai commented to Shivaji that Vaikuntha Chaturdashi was in the offing .
instil	in	verb	IntransitivePPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	Jijabai also instilled in Shivaji a natural love for self-determination and an aversion to external political domination .
mother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	His daughter was Jijabai , the mother of Shivaji , founder of the Maratha Empire .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Nahor , son of Serug .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Neelu was married to actor Navin Nischol , while Aruna was married to Parikshit Sahni , son of Balraj Sahni .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	She was married to Polycaon , son of king Lelex , of Laconia .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/child	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	It has been named after Croatian People 's Hero of Yugoslavia Ivo Lola Ribar , the youngest son of Ivan Ribar .
